name,type,latitude,longitude
Central Park,park,39.6336111,-86.3097222
Indianapolis Business College,school,39.7025,-86.0719444
Fairbanks Addiction Treatment Center,hospital,39.9028231,-86.040818
Sahm Park,park,39.9159339,-86.0580219
Wish Park,park,39.8862531,-86.2060246
Krannent Park,park,39.7575,-86.2677778
Airport Park,park,39.8266667,-86.2930556
McCarty Triangle Park,park,39.7564906,-86.1797993
Centennial And 20th Street Park,park,39.7933333,-86.2127778
Regenstrief Building,hospital,39.7784735,-86.1780356
Peyton Manning Children's Hospital At St. Vincent,hospital,39.907997,-86.196077
Indianapolis International Airport Police Department,police,39.7142333,-86.2965955
Rosa Parks-Edison Elementary School,school,39.6545678,-86.2052563
Irvington Community School,school,39.7693173,-86.0522172
J. Everett Light Career Center,school,39.9097097,-86.1278534
Compassionate Angels Ministry,kindergarten,39.8898423,-86.1191791
Indiana Math and Science Academy,school,39.8899225,-86.1209493
Franklin Township Community Park,park,39.6814212,-86.0107427
Kroger,supermarket,39.913798,-86.205519
Trader Joe's,supermarket,39.912493,-86.212464
Michael & Susan Smith Emergency Department at Eskenazi Health,hospital,39.7783858,-86.1841314
Garfield Park Conservatory,park,39.7321507,-86.1413474
Kroger,supermarket,39.8751703,-86.1193017
Hana Market,supermarket,39.7549877,-86.2424183
Needler's Fresh Market,supermarket,39.7719723,-86.1516702
Fresh Thyme,supermarket,39.913405,-86.2022079
Tienda Morelos Mexican Food Market,supermarket,39.825284,-86.238362
Save-A-Lot,supermarket,39.826943,-86.238979
Northside Montessori School,school,39.847957,-86.13839
Village Montessori School,school,39.87509,-86.143384
Nicole Taylor's Pasta Market,supermarket,39.8514142,-86.1394506
Asia Mart,supermarket,39.9118769,-86.0619876
Whole Foods Market,supermarket,39.9139463,-86.137216
University of Indianapolis Health Pavilion,hospital,39.7080693,-86.1305219
Woods Entrance,park,39.8610306,-86.1783565
Unknown,school,39.8169868,-86.2826313
Walker Carreer Center,school,39.792443,-85.9976771
Indianapolis Police Training,police,39.7811737,-86.0070868
Midwest Bartenders School,school,39.911644,-86.0695333
ALDI,supermarket,39.7730163,-85.9908055
Fresh Thyme,supermarket,39.9063614,-86.0950892
IUPUI Police Department,police,39.7754816,-86.1825209
Unknown,park,39.7973444,-85.975176
Thompson Park,park,39.6941223,-86.0548372
Kroger,supermarket,39.9114304,-86.1379693
Trader Joe's,supermarket,39.9037659,-86.0751612
Indiana State Department of Toxicology,police,39.7889608,-86.1700744
Presidential Place Park,park,39.766942,-86.1524947
International Foods Halal,supermarket,39.8231287,-86.242061
Saraga International Grocery,supermarket,39.818562,-86.2274308
Patel Brothers,supermarket,39.9082679,-86.0592436
Good Earth Natural Food Co.,supermarket,39.8715756,-86.1431316
ALDI,supermarket,39.9140956,-86.135663
Kroger,supermarket,39.7740543,-86.1623753
Rehabilitation Hospital of Indiana,hospital,39.8299753,-86.2773855
Kidscape Learning Center,kindergarten,39.7423383,-86.2858316
ALDI,supermarket,39.9072381,-86.2220443
Indianapolis Airport Police Department,police,39.7145209,-86.2979503
ALDI,supermarket,39.9039171,-86.0825349
Fresh Thyme,supermarket,39.7654068,-86.3226335
Kroger,supermarket,39.7577966,-86.1148039
Indiana State Police Alliance,police,39.7482209,-86.1395563
Kroger,supermarket,39.7145415,-86.2352253
Kroger,supermarket,39.8807115,-86.2460514
Viet Hua Food Market,supermarket,39.9074074,-86.0597743
Kroger,supermarket,39.7793464,-86.0936415
Las Mexicanas Super Market,supermarket,39.7606265,-86.1022863
Gordon Food Service,supermarket,39.9265091,-86.0470854
Kroger,supermarket,39.7755491,-86.2046451
Dollar General Market,supermarket,39.7658838,-86.1949013
Dollar General Market,supermarket,39.7745358,-86.15007
Lumen Christi Catholic School,school,39.7581351,-86.148289
Meijer,supermarket,39.9257302,-86.0209161
ACE Prep Academy,school,39.8500568,-86.1260745
KB International Inc,supermarket,39.8518986,-86.1210702
Carniceria El Ranchito,supermarket,39.7632052,-86.2201517
Tienda Morelos,supermarket,39.7657413,-86.2614088
Los Dos Hermanos,supermarket,39.8157704,-86.2548008
Supermercado Jireh,supermarket,39.9061503,-86.0517621
Ebenezer Grocery Store,supermarket,39.8257733,-86.2470126
Patel Brothers,supermarket,39.8230251,-86.2439193
Ethiopian Market,supermarket,39.7777007,-86.2912307
Sabo International Market,supermarket,39.7621481,-86.2899739
Tienda La Canasta,supermarket,39.7621832,-86.2896439
Luis's Fresh Market,supermarket,39.7975454,-86.0232719
Kroger,supermarket,39.6965038,-86.0776876
Aithawng Asia Grocery,supermarket,39.68858,-86.1357017
21 Asian Grocery,supermarket,39.6866006,-86.1355571
Kroger,supermarket,39.7055692,-86.1505104
Ti Ti Asian Grocery,supermarket,39.6616637,-86.1263283
Lelen Asian Grocery Store,supermarket,39.6612996,-86.1263434
Ram Tha Asian Grocery,supermarket,39.6640956,-86.1273961
Cherry Asian Grocery,supermarket,39.6495875,-86.0845
Noor Indian Grocery & Kitchen,supermarket,39.649556,-86.0834635
Whole Foods Market,supermarket,39.7685741,-86.152032
The Fresh Market,supermarket,39.8516286,-86.1452398
Kindred Hospital Indianapolis North,hospital,39.9021178,-86.0604935
Neuropsychiatric Hospital Of Indianapolis,hospital,39.8262524,-86.2789967
Assurance Health Psychiatric Hospital,hospital,39.7776228,-86.273254
BridgeCare ABA,hospital,39.9168819,-86.1088533
Community Pool,park,39.6852273,-86.051832
Franklin Township Annex Learning Center,school,39.6804088,-86.0168592
Franklin Central High School,school,39.6769334,-86.0153266
Unknown,hospital,39.7054627,-86.0119357
Chuck Stephens Field,park,39.6792934,-86.016881
Kennedy-King National Commemorative Site,park,39.7907655,-86.1465235
Kroger,supermarket,39.6803674,-86.129457
Aimmart International Super Mercado,supermarket,39.9111838,-86.1859141
The Oval,park,39.7667861,-86.1713424
The Children's Maze,park,39.7669626,-86.1707228
Unknown,school,39.9046966,-86.1825397
Broad Ripple Park,park,39.8713115,-86.131053
Military Park,park,39.7704167,-86.1686312
American Legion Mall,park,39.7767427,-86.1568158
University Park,park,39.7720032,-86.1569919
Indiana World War Memorial Plaza,park,39.7748035,-86.1568922
Hudnut Commons,park,39.7664419,-86.1625572
White River State Park,park,39.767645,-86.1771947
Unknown,school,39.8948929,-86.0342615
Kroger,supermarket,39.7657286,-86.3060205
Southwestway Park,park,39.6484585,-86.2428688
Southeastway Park,park,39.686088,-85.9586142
Eagle Creek Park,park,39.8673984,-86.296033
Gilmer Canine Companion Zone,park,39.8578111,-86.2696083
Paul Ruster Park,park,39.7591423,-85.9635073
Taggart Riverside Park,park,39.8050388,-86.1939953
McKenzie Career Center,school,39.8920989,-86.0407724
Community Hospital North,hospital,39.9010872,-86.040951
Mary Casle Elementary School,school,39.9075333,-86.016683
Crown Hill Cemetery,grave_yard,39.8189237,-86.1722342
Bertha Ross Park,park,39.8204535,-86.1812148
Meijer,supermarket,39.9256875,-86.0204511
Saraga International Supermarket,supermarket,39.9096504,-86.0588636
KinderCare,kindergarten,39.9055304,-86.0378642
Eagle Highlands Neighborhood Park,park,39.8312877,-86.2825629
Sidney & Lois Eskenazi Hospital,hospital,39.7781563,-86.1840519
Acton Cemetery,grave_yard,39.6538264,-85.9725153
Acton Elementary School,school,39.6523856,-85.9731499
Liberty Hall,prison,39.7659872,-86.1466662
Angelo's Food Market,supermarket,39.76378,-86.1453589
Walmart Supercenter,supermarket,39.8877282,-86.1190257
IMPD Southwest,police,39.7755057,-86.2033847
Resolute,police,39.7717216,-86.2169426
Riverside Adventure Park,park,39.8142236,-86.1970991
Walmart Supercenter,supermarket,39.7735965,-85.9765083
Meijer,supermarket,39.8262381,-86.251802
Walmart Supercenter,supermarket,39.8382374,-86.2441215
North Westway Park,park,39.8637787,-86.2506274
KinderCare,kindergarten,39.882612,-86.0702132
Kroger,supermarket,39.8849115,-86.0689214
Walmart Neighborhood Market,supermarket,39.8538626,-86.0844634
Highland Park,park,39.770809,-86.1380545
Beth-El Zedeck Cemetery,grave_yard,39.7354845,-86.1627828
Unknown,grave_yard,39.7351716,-86.1657253
Village Food Mart,supermarket,39.7483996,-86.159667
New Crown Cemetery,grave_yard,39.7408319,-86.1164096
Saint Vincent Indianapolis,hospital,39.9067586,-86.1970357
The Fresh Market,supermarket,39.8516492,-86.145231
ALDI,supermarket,39.8486794,-86.1210632
Willard Park,park,39.7667668,-86.1278795
Brebeuf Preparatory School,school,39.9096068,-86.2092378
Holliday Park,park,39.8709664,-86.1594534
Batnan Park,park,39.812395,-86.2570004
Broad Ripple High School (closed 2018),school,39.8675924,-86.1376685
Canterbury Park,park,39.8541386,-86.1402561
Larue D. Carter Memorial Hospital,hospital,39.8033342,-86.201575
Bruiser Memorial Park,park,39.7960939,-86.2172225
Centennial and Groff Park,park,39.7991393,-86.2135705
Meijer,supermarket,39.6635361,-86.0773714
Walmart Supercenter,supermarket,39.9091406,-86.2164261
Taylor Courtyard,park,39.7738503,-86.1741051
Unknown,park,39.7726555,-86.1741628
Kitley Cemetery,grave_yard,39.7557371,-85.9655215
Clayton And LaSalle Park,park,39.7615068,-86.1086644
Marott Park and Nature Preserve,park,39.8848778,-86.1426685
Unknown,park,39.7720336,-86.1712465
Fall Creek Academy,school,39.8037547,-86.1618003
Robert Lee Frost Elementary School,school,39.8488952,-86.0711776
New Augusta Public Academy North,school,39.874214,-86.2245224
New Augusta Public Academy South,school,39.869692,-86.2233979
George Washington Carver School 87,school,39.8012255,-86.1673479
Wendell Philips School #63,school,39.7844766,-86.1960856
Kroger,supermarket,39.7525725,-86.2464805
Unknown,park,39.7685219,-86.1580426
Riverwood Park,park,39.8863848,-86.1268024
Dan Wakefield Park,park,39.8649852,-86.1475814
Stamm Park,park,39.8837499,-86.1301608
Alice Carter Park,park,39.8575597,-86.1578265
Friedman Park,park,39.8597488,-86.1610473
Arsenal Park,park,39.8415521,-86.1361687
Unknown,park,39.8329817,-86.1648384
Andrew Ramsey Park,park,39.8328497,-86.1649122
Elwood & Mary Black Park,park,39.8329559,-86.1736359
Unknown,park,39.8279832,-86.1586857
Unknown,park,39.8278954,-86.1588895
Tarkington Park,park,39.8274249,-86.1580637
Richard and Annette Bloch Cancer Survivors Park,park,39.7805767,-86.1745007
Max Bahr Park,park,39.7718262,-86.2074875
Martin Luther King Memorial Park,park,39.7930712,-86.1465345
O'Bannon Old Northside Soccer Park,park,39.7869794,-86.1419822
James T.V. Hill Park,park,39.7912555,-86.136702
Douglass Park,park,39.8070388,-86.1332874
Garfield Park,park,39.7335684,-86.1454003
Sandorf Park,park,39.740935,-86.1293388
Brown's Corner Park,park,39.7710005,-86.0839071
Wheatley Cemetery,grave_yard,39.699621,-86.0545954
Ellenberger Park,park,39.7765515,-86.0766614
Christian Park School #82,school,39.7607215,-86.0889405
Christian Park,park,39.7623855,-86.0977695
Nora Elementary School,school,39.9206961,-86.1429179
Reverend Mozel Sanders Park,park,39.7842936,-86.1929196
Indianola Park,park,39.7671044,-86.1935749
Rhodius Park,park,39.7540975,-86.1942798
Retherford Park,park,39.6512507,-85.9729947
Acton Park,park,39.6620614,-85.9723094
Unknown,park,39.773388,-86.1569456
Sycamore School,school,39.8725597,-86.1911386
Indiana School for the Deaf,school,39.8362812,-86.1358472
Indiana School for the Blind and Visually Impaired (ISBVI),school,39.8935059,-86.1433392
International School of Indiana,school,39.8347674,-86.1881393
ALDI,supermarket,39.7707676,-86.0520694
Unknown,school,39.7855851,-86.0900552
Locally Grown Gardens,supermarket,39.8514211,-86.140193
Kroger,supermarket,39.7892512,-86.1481204
Christ the King School,school,39.861018,-86.128669
La Nueva Tienda Latina,supermarket,39.7742587,-86.2165342
Lord Street Common,park,39.7623853,-86.147486
Ben Davis Park,park,39.7964788,-86.2935614
Indiana Women's Prison,prison,39.8011341,-86.2920984
Edna Balz Lacy Park,park,39.7569328,-86.1486795
William S. Sahm Park,park,39.9161201,-86.0581941
Meridian Woods Park,park,39.6670565,-86.1769579
Glenns Valley Nature Park,park,39.6459938,-86.1939685
Moreland Park,park,39.8083866,-86.2138453
Southside Park,park,39.7076124,-86.1251213
Opti Park,park,39.8766906,-86.1448163
Crooked Creek Park,park,39.8725777,-86.2178181
Indiana State Police District 52,police,39.7985257,-86.0155914
The Woods,park,39.8612776,-86.1775295
Gray Park,park,39.6642297,-86.0991617
Southport Park,park,39.6661778,-86.1203413
Ross Claypool Park,park,39.7467319,-86.200587
Community Hospital South,hospital,39.6378717,-86.1328407
Franciscan Health Indianapolis,hospital,39.6487866,-86.078597
IU Health University Hospital,hospital,39.7759614,-86.1768359
Riley Hospital for Children,hospital,39.7770498,-86.180021
Indiana University Health Methodist Hospital,hospital,39.7908472,-86.1635743
Community Heart and Vascular Hospital,hospital,39.9021999,-86.0445041
Community Hospital East,hospital,39.7870564,-86.075631
Chapel Hill Park,park,39.7760908,-86.2884338
Dollar Hide Creek Park,park,39.6764182,-86.2514605
University Heights Pocket Park,park,39.7059091,-86.1315472
St. Francis Soccer Club,park,39.6551142,-86.0683595
Franklin Township Community Park,park,39.6780354,-86.0090928
Craig Kids Memorial Park,park,39.7990931,-86.1513762
Fall Creek Place HOA park,park,39.802747,-86.1513005
George E. Kessler Park,park,39.8034347,-86.156008
Herron-Morton Place Historic Park,park,39.7932641,-86.1519687
Nina Mason Pulliam EcoLab,park,39.8195963,-86.2040898
Unknown,park,39.8164767,-86.2024006
Unknown,park,39.8303641,-86.276818
Unknown,school,39.8171855,-86.2826305
Chatham Commons,park,39.7775283,-86.1484131
Riverside High School,school,39.8101209,-86.1929783
Cold Spring School,school,39.82082,-86.2022489
The Viginia B. Fairbanks Art & Nature Park: 100 Acres,park,39.8283422,-86.189641
Mother Mary Park,park,39.8116455,-86.2040815
Smith Mall,park,39.7096211,-86.1350769
Lowell School Number 51,school,39.800929,-86.1067656
Saint Lawrence School,school,39.8415641,-86.0473151
Unknown,park,39.8578834,-86.2652841
Warren Central High School,school,39.7927265,-85.9987288
Lakeside Elementary School,school,39.7954587,-85.9976037
Red Maple Park,park,39.7365344,-86.1137514
Kroger,supermarket,39.7766618,-85.9816941
Pleasant Run Elementary School,school,39.7924156,-86.0266472
Renaissance School,school,39.810175,-86.0111458
Unknown,school,39.8065669,-85.9676188
Indy Urban Acres,park,39.7977267,-86.0306499
ball park,park,39.6794038,-86.2591822
Shortridge High School,school,39.8190238,-86.1556107
Leonard Park,park,39.7851632,-86.2534725
AJ Thatcher Park,park,39.7701678,-86.2400066
Creston Middle School,school,39.7535263,-85.9733459
ALDI,supermarket,39.7231991,-86.1495723
Unknown,park,39.8210107,-86.2005285
Holcomb Gardens,park,39.845102,-86.1700929
Jones Chapel Cemetery,grave_yard,39.8524269,-86.3143501
Meijer,supermarket,39.8533984,-86.1242559
Round Hill Cemetery,grave_yard,39.6876678,-86.1576934
Decatur Central High School,school,39.6878417,-86.2750234
Stout Field Park,park,39.732486,-86.2280322
Unknown,park,39.7605671,-86.1246704
Disc Golf Course,park,39.8643945,-86.2506168
Unknown,university,39.772342,-86.1726471
The Arbor Garden at IUPUI,park,39.7741656,-86.1744568
Unknown,park,39.7721758,-86.1732983
Rotary Park Space at IUPUI,park,39.7764436,-86.1824742
George Washington Park,park,39.8144525,-86.1145471
OrthoIndy Hospital,hospital,39.9081232,-86.2674487
Indianapolis World Sports Park,park,39.7527363,-86.0040832
Krannert Park,park,39.7570114,-86.2673817
Unknown,park,39.7084281,-86.1461326
Walmart Neighborhood Market,supermarket,39.7783098,-86.2632823
Floral Park Cemetery,grave_yard,39.7691598,-86.223943
Perry Park,park,39.6506328,-86.1535484
Unknown,park,39.6391457,-86.1454999
German Park,park,39.6411169,-86.1607854
Lynhurst 7th & 8th Grade Center (School),school,39.7251133,-86.2455135
La Vallita Mexican Grocery,supermarket,39.7793395,-86.2520753
Allison Transmission,factory,39.7779349,-86.2387213
Shambaugh Park,park,39.8093896,-86.2591355
Gustafson Park,park,39.8107568,-86.2576062
Newfields,park,39.8283439,-86.1880867
Baumann Park,park,39.7418858,-86.148547
Columbia Park,park,39.7258106,-86.1476746
Bel Aire Park,park,39.7221533,-86.2185903
Presidential Place Park,park,39.766764,-86.1518102
Christina Oaks Park,park,39.7572106,-86.235016
Carson Park,park,39.685541,-86.2664973
Unknown,school,39.8764819,-86.1760111
Hasten Hebrew academy,school,39.8767653,-86.1755521
Unknown,school,39.8764772,-86.1752769
Cottage Home Community Park,park,39.7772701,-86.1378696
Walmart Neighborhood Market,supermarket,39.8533354,-86.1925706
Walmart Neighborhood Market,supermarket,39.6956143,-86.2664703
Walmart Neighborhood Market,supermarket,39.7110505,-86.1191553
Walmart Supercenter,supermarket,39.6603851,-86.1418268
South Side Sanitary Landfill,landfill,39.7180059,-86.2063184
Watson Road Bird Preserve,park,39.823538,-86.1413586
Manchester Village Park 1,park,39.7039934,-86.2415609
Kroger,supermarket,39.6394149,-86.0805214
Unknown,park,39.6604263,-86.0741655
Scecina Memorial High School,school,39.7872896,-86.085706
Schwitzer Park,park,39.7102107,-86.1332315
William A Bell Elementary School 60,school,39.816613,-86.1550417
Kroger,supermarket,39.7807978,-86.0419048
Fresh Thyme,supermarket,39.8708,-86.1455342
Fall Creek and 30th Park,park,39.8093787,-86.1437687
Spades Park,park,39.78585,-86.1273092
Unknown,park,39.7748328,-86.1387943
Pogues Place Park,park,39.7739357,-86.1387676
Unknown,park,39.7751937,-86.1568787
Unknown,park,39.7743943,-86.1569097
Brookside Park,park,39.7888386,-86.1134589
Idle Park,park,39.7556915,-86.1440571
Nora Corners Community Pocket Park,park,39.9140491,-86.1362539
91st Street Monon Trailhead,park,39.9195142,-86.1370238
Jordan YMCA Monon Pocket Park & Trailhead,park,39.9098899,-86.1370479
Blind School Micro Park,park,39.8928528,-86.1413189
Chessington Grove Park,park,39.7051614,-86.029626
Amy Beverland Elementary School,school,39.9037845,-85.9602081
Dawt Grocery,supermarket,39.6520914,-86.083372
Thang Asian Grocery,supermarket,39.6516857,-86.084027
ALDI,supermarket,39.6677299,-86.0805302
Grace Tuxedo Neighborhood Park,park,39.7697257,-86.0976974
Dollar General Market,supermarket,39.7816855,-86.103989
Eliza A Blaker Elementary School #55,school,39.8503221,-86.1354616
Lillian M Reiffel Elementary School,school,39.7450288,-86.1521996
Crispus Attucks High School,school,39.7823011,-86.1708628
McKinley Elementary School 39,school,39.7583831,-86.1291283
Safeway,supermarket,39.8544542,-86.1599595
Stringtown Park,park,39.769086,-86.1903727
Kroger,supermarket,39.6650901,-86.1827034
Southport Presbyterian Park,park,39.6580817,-86.0840501
Ransom Place Pocket Park,park,39.7784455,-86.1702849
McCarty Triangle Park,park,39.7563354,-86.1796827
IMPD,police,39.8112103,-86.1159983
Bethel Park,park,39.7438243,-86.1139767
Oscar Charleston Park,park,39.8087717,-86.1150249
Robey Park,park,39.8046376,-86.3127521
Unknown,school,39.7748239,-86.3150108
KinderCare,kindergarten,39.7645217,-86.3194382
Brien Park,park,39.8005173,-86.0676783
Kin Hubbard Memorial Park,park,39.7721207,-86.0827029
Roche Diagnostics Employee Park,park,39.9220586,-86.0222492
Unknown,school,39.7481747,-86.3221161
Unknown,school,39.8096018,-86.3161767
Al Polin Park,park,39.8077514,-86.1548802
Barton Park,park,39.8002163,-86.1621903
Beckwith Park,park,39.8117102,-86.1232444
Ben Davis University High School,school,39.7516651,-86.2673699
Forest Manor Park,park,39.7940584,-86.0984459
Stacy Park,park,39.7567626,-86.133621
Village Pantry,supermarket,39.756686,-86.1310984
Finch Park,park,39.7557685,-86.1302841
Washington Irving School 14,school,39.7687899,-86.1369879
Unknown,school,39.7772701,-86.1330381
Herron High School,school,39.7894345,-86.1554612
Unknown,park,39.7956198,-86.1491862
Unknown,park,39.7686327,-86.1338326
Unknown,park,39.7590832,-86.12844
Henry W. Longfellow School 28,school,39.7591877,-86.1376513
Babe Denny Park,park,39.7550612,-86.1643536
George W. Julian School 57,school,39.7700097,-86.0746742
Kelly Park,park,39.7502213,-86.1599961
Express Neighborhood Market,supermarket,39.7479354,-86.1498678
Mount Jackson Cemetery,grave_yard,39.7688136,-86.2170336
Unknown,school,39.7705123,-86.2759903
Ringgold Park,park,39.7477157,-86.1421155
Perry Meridian High School,school,39.6477022,-86.1656727
Perry Meridian Middle School,school,39.6508414,-86.1618444
Bluff Park,park,39.7067191,-86.1693018
Chuck Klein Softball Complex,park,39.7665167,-86.2403295
Unknown,school,39.7806064,-86.2866302
Sexton Park,park,39.7420266,-86.1527483
Unknown,school,39.6872495,-86.2745016
Unknown,school,39.6892211,-86.267345
Kroger,supermarket,39.6688746,-86.0214329
Unknown,park,39.7220094,-86.0515376
Fall Creek And 16th Street Park,park,39.7848658,-86.1739975
Riley Park,park,39.7558382,-86.1755217
Watkins Park,park,39.7994877,-86.1716949
Unknown,school,39.6770649,-85.9803456
Franklin Central High School,school,39.6778616,-86.0161261
Unknown,school,39.6705851,-86.0107876
Hanover Park,park,39.7213239,-86.0321122
Unknown,school,39.8781329,-86.2550371
Wildwood Park,park,39.7155456,-86.0264422
Cornerstone Christian Church & School,school,39.7663099,-86.3097289
Unknown,park,39.6653102,-86.0233118
Unknown,park,39.664504,-86.0287053
KinderCare,kindergarten,39.8804713,-86.2747671
Unknown,school,39.6942804,-86.0326584
Unknown,school,39.6680609,-86.0507948
Unknown,park,39.800789,-86.1475289
Safeway,supermarket,39.7382423,-86.1401179
Cleo's Bodega Grocery & Cafe,supermarket,39.8016969,-86.1705194
Center for Public Inquiry School 27,school,39.7911969,-86.1477179
Fletcher Park,park,39.7833779,-86.1339584
Center For Inquiry School #2,school,39.7772162,-86.1499848
Thompson Park,park,39.693943,-86.0551473
Frederick Douglass School #19,school,39.7394558,-86.1290884
Riverside Elementary School #44,school,39.7945091,-86.1843661
Ignite Achievement Academy,school,39.803255,-86.1790791
Frank Young Park,park,39.8070969,-86.1787842
Unknown,school,39.6834815,-86.032562
Unknown,school,39.6527618,-85.9728815
Unknown,school,39.6501493,-86.0368236
Unknown,school,39.6834853,-86.0649572
Lutheran High School,school,39.686942,-86.0620934
Unknown,school,39.7080431,-86.0117475
Unknown,school,39.7376371,-86.0170287
Ruckle Pocket Park,park,39.8109919,-86.1481335
Park Garden Pocket Park,park,39.8104517,-86.147589
Broadway & 29th Park,park,39.8093277,-86.1469536
Historic Meridian Park,park,39.8155602,-86.1530489
St. Richard's Episcopal School,school,39.8148482,-86.155602
Louis B. Russell Jr. School #48,school,39.8192232,-86.1490692
James Whitcomb Riley School #43,school,39.8290017,-86.1606941
Rousseau McClellan School #91,school,39.8457913,-86.1257045
Unknown,school,39.9087348,-86.1290594
Center For Inquiry School #84,school,39.8575465,-86.1511004
Center For Inquiry School #70,school,39.8400877,-86.1491836
La Ceiba Supermarket,supermarket,39.7747795,-86.1171539
Bh Market Inc,supermarket,39.7240915,-86.229004
Village Pantry,supermarket,39.742812,-86.249721
Maplewood Elementary School,school,39.7439289,-86.2437355
Richard G. Lugar Plaza,park,39.7674858,-86.153568
African Market,supermarket,39.7500605,-86.257095
Save-A-Lot,supermarket,39.767158,-86.10309
Dollar General Market,supermarket,39.7593992,-86.1095623
New York Express,supermarket,39.7714689,-86.1160491
Supermercado La Campos,supermarket,39.7742659,-86.1148664
Orange Park,park,39.7494963,-86.1283475
Emmerich Manual High School,school,39.7328744,-86.1514341
Emhardt Park,park,39.7301344,-86.1640393
Thomas D Gregg School #15,school,39.7753401,-86.1219541
Westminster Greenspace,park,39.7712166,-86.1227313
Commons Park,park,39.7714805,-86.1239137
Englewood Nature Playspace and Garden,park,39.7691854,-86.1149737
Yaffa Food Mart & Grocery,supermarket,39.7814981,-86.1148576
Paramount School of Excellence Greenspace,park,39.7881503,-86.1124555
Paramount Brookside,school,39.787673,-86.1129226
Brookside School #54,school,39.7819664,-86.1120997
Food Stop Market,supermarket,39.7815179,-86.1071813
Spades Park,park,39.787536,-86.1225008
The Oaks Academy - Brookside,school,39.7916239,-86.1132479
Trinity Haitian Market,supermarket,39.7877108,-86.2022318
Ralph Waldo Emerson School #58,school,39.7729772,-86.0922906
Michigan Street Pantry,supermarket,39.7747171,-86.0835
Dollar General Market,supermarket,39.7882337,-86.2059486
Lentz Park,park,39.7775147,-86.1958925
Lilly Recreation Park,park,39.7320882,-86.1789937
Little Valley Park,park,39.7478256,-86.1788552
Belmont Beach,park,39.7865008,-86.1962255
Wilson School,school,39.7851645,-86.2025224
Supermercado Carniceria Puebla,supermarket,39.7655101,-86.2018965
Spring Mill Elementary School,school,39.9058952,-86.1669769
Thomas Carr Howe High School,school,39.7676737,-86.0864115
Florence Fay School #21 (Closed 2007),school,39.7587919,-86.1157574
Denver Park,park,39.7815503,-86.2089295
Eskenazi Health Center Westside,hospital,39.7751274,-86.2062497
Haughville Park,park,39.7762175,-86.2024414
Orchard Hill Cemetery,grave_yard,39.7030161,-86.0058012
Christel House Academy West,school,39.766677,-86.2134752
Carniceria Morelos,supermarket,39.7664262,-86.1978666
Providence Cristo Rey High School,school,39.7674744,-86.2022244
Hawthorne Park,park,39.7663849,-86.2022144
George Washington High School,school,39.7646773,-86.1993291
William Penn School #49,school,39.754197,-86.1909455
Peace Park,park,39.7516777,-86.2012437
Unknown,landfill,39.7414314,-86.1932426
Daniel Webster School #46,school,39.7466065,-86.1901653
Indy Cleanfill South LLC,landfill,39.7394349,-86.2039329
Blue Lake Clean Fill Disposal Site,landfill,39.7468235,-86.2103499
Unknown,park,39.7541574,-86.1482814
KIPP Indy Unite Elementary,school,39.8120888,-86.1296232
Bishop Chatard High School,school,39.8605096,-86.126657
Merle Sidener Academy #359,school,39.8636532,-86.1209947
Eleanor Skillen School #34,school,39.7355333,-86.1355384
Emma Donnan School,school,39.7241399,-86.1366593
Central Christian Academy,school,39.7309477,-86.1242856
ALDI,supermarket,39.7589013,-86.2279051
Joyce Kilmer Elementary School,school,39.8190358,-86.1208258
Saint Andrew the Apostle School,school,39.8263534,-86.0991815
Unknown,park,39.8146043,-86.1414744
The Oaks Academy - Middle School,school,39.7879097,-86.1362425
Rhoades Elementary School,school,39.7593393,-86.2453021
Shelton Heights Park,park,39.7615454,-86.227197
Ridenour Park,park,39.764533,-86.2232168
Garden City Elementary School,school,39.7633952,-86.2425894
Indianapolis Public School #67,school,39.7761546,-86.2212387
Olin Park,park,39.7780458,-86.2258471
El Rancho Grande,supermarket,39.8088814,-86.2406417
Cardinal Ritter High School,school,39.8133977,-86.2154752
Clarence L Farrington School #61,school,39.8109206,-86.2339844
Carl Wilde School #79,school,39.8176162,-86.245029
Bowman Park,park,39.8204704,-86.2457454
Northwest Middle School,school,39.8139223,-86.2577112
Faculty Park,park,39.8147463,-86.2659861
Lew Wallace School #107,school,39.8152815,-86.26749
Apna Bazaar,supermarket,39.8229274,-86.2689249
Meridith Nicholson School #96,school,39.8209329,-86.2617914
Enlace Academy,school,39.8222009,-86.2618422
Jonathan Jennings School #109,school,39.8293702,-86.2681543
Gateway West Park,park,39.8297309,-86.2676704
Deer Run Elementary School,school,39.8506821,-86.2692483
Snacks Crossing Elementary,school,39.851021,-86.2564713
Guion Creek Schools,school,39.8442042,-86.2354669
Saint Therese School,school,39.7858008,-86.0900026
Anna Brochhausen School #88,school,39.7879854,-86.0684624
Safeway,supermarket,39.7891673,-86.0837542
Forest Manor Middle School,school,39.812966,-86.0930889
Wes Montgomery Park,park,39.8202084,-86.0762776
Indianapolis Metropolitan Police Department - Southeast District,police,39.75085,-86.1409152
Unknown,park,39.7015699,-85.9999132
Bridgeport Elementary School,school,39.7481889,-86.3220766
Saraga International Grocery,supermarket,39.6509677,-86.1209735
Ashland Neighborhood Grass Park,park,39.6999341,-86.0405722
McVey Cemetery,grave_yard,39.7696506,-86.0307853
Unknown,park,39.6907476,-86.0307304
New Bethel Elementary School,school,39.694953,-85.9778232
